id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),Q296_Page Submit,How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, use of a TEE)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, hospital collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, people on team)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, data collected)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, purpose of collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, other)","What questions do you still have about TEEs, if any? (medical)","TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)","TEE concept (medical, 11)","TEE concept (medical, 12)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, use of a TEE)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, company collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, people on team)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, data collected)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, purpose of collection)","Which aspects of the scenario would make you feel that your data is safe or unsafe? (IoT, other)","What questions do you still have about TEEs, if any? (IoT)","TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)","TEE concept (IoT, 11)","TEE concept (IoT, 12)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN,FAQ,faq1_count,faq2_count,faq3_count,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
252,Completely confident,R_2HGk11Ixzo1maOh,Completely confident,Determine where to build a new hospital,,,Maybe would,,Mostly safe,Somewhat safe,Definitely safe,Neither safe nor unsafe,Neither safe nor unsafe,Definitely safe,Not particularly. I appreciate the purpose of this scenario so would feel more sage.,"None, really.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Completely confident ,Mostly safe,Completely confident,Smart voice assistant,,Maybe would,,Mostly safe,Somewhat safe,Somewhat unsafe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,"Not particularly. I generally feel safe but am also not completely comfortable when a company has my data, no matter what they use it for. TEE's are a comforting protective measure, but I don't know if I will ever feel completely certain and confident.","I'd love some more specifics on who has access to the data in the Trusted Zone, or the protected data.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Complex,0,Unsubstantial,Hide,2,3,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
253,Completely confident,R_3LAsaUyyDtd00eJ,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Completely safe,Definitely safe,Neither safe nor unsafe,Neither safe nor unsafe,Somewhat safe,Definitely safe,N/A,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart voice assistant,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,N/A,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Hardware,Hide,2,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
254,Somewhat confident,R_5CwBkF1jpGwNs09,Completely confident,Determine where to build a new hospital,,170.562,Definitely would,,Completely safe,Definitely safe,Definitely safe,Somewhat unsafe,Neither safe nor unsafe,Definitely safe,I feel my data will be saved with the help of TEEs and also the gatekeepper,I do not have any question,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,Definitely safe,Definitely safe,Definitely safe,Definitely safe,Definitely safe,Nothing makes me feel my data wont be save with the help of TEEs,No question,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,Black or African American,,Bachelor’s degree,No please,Medical-Simple,IoT-Complex,1,None,Show,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
255,Somewhat confident,R_3rSwUFTDOv0eAjI,Completely confident,Determine where to build a new hospital,,,Definitely would,,Completely safe,Definitely safe,Somewhat safe,Somewhat safe,Definitely safe,Definitely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,Somewhat unsafe,Neither safe nor unsafe,"I wouldn't say unsafe persay but a bit uncomfortable with the idea of there being data of something so specific (my name, address and how I interact with my lightbulb and when) something about it feels a bit invasive. ",,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Simple,1,None,Hide,3,2,2,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
256,Somewhat confident,R_2fqb4RQvZQ6LV1T,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Somewhat safe,Somewhat safe,Somewhat unsafe,Neither safe nor unsafe,Somewhat unsafe,Neither safe nor unsafe,no,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Not at all confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Mostly safe,Somewhat safe,Somewhat unsafe,Somewhat safe,Somewhat unsafe,Neither safe nor unsafe,no,no,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,"Yes, as a participant",,Yes,I am in nursing school,No,,"No, I don’t own smart devices",,18-24 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Complex,0,Unsubstantial,Hide,2,3,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
257,Somewhat confident,R_279eKUExdsEdYNy,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Definitely safe,Definitely safe,I think with the TEE my data would be safer than without.,How often have TEE's been used in the past?,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Somewhat confident,Smart voice assistant,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,No,No questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45-54 years old,Female,,White or Caucasian,,"Some college, but no degree",No,Medical-Complex,IoT-Complex,1,Unsubstantial,Hide,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
258,Somewhat confident,R_30pYFeE50gFSSva,Somewhat confident,Determine where to build a new hospital,,,Definitely would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,"I feel that the use of a TEE would protect my data. Also my medical history is already known and probably readily accessible, so I don't think this scenario would be an issue for me. ","I am not sure I understand the mechanics of it, but I feel I can trust that it will do it's job and keep my info safe. ",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Somewhat confident,Smart voice assistant,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,"It feels like their would be a lot of personal data collected, which worries me somewhat, but I understand that it is necessary to make the AI voice assistant work to it's full capacity. ",I think I understand how TEE's work but I worry that hackers might eventually learn how to get around the TEE. ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,65+ years old,Female,,White or Caucasian,,Associates or technical degree,I feel that my data is somewhat safe but I worry  that  hackers are always trying to get around the safety features that are in place protecting my data,Medical-Simple,IoT-Complex,1,Hardware,Hide,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
259,Not at all confident,R_7QsnBPjdlRVIw9N,Somewhat confident,Develop an AI tool for diagnosing patients,,64.464,Maybe would,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,Somewhat unsafe,Somewhat safe,I can't think of anything else.,I still feel like I don't quite understand what a TEE is. The language used to describe them was pretty technical and I would have appreciated if the language was simplified. I also would like to know how the hospital staff is trained on this and what measures they take to keep the data safe.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Somewhat confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Somewhat unsafe,Somewhat safe,Somewhat unsafe,Somewhat safe,I am not sure why they would need my name specifically. That seems like extra info that would not necessarily help the developers.,I would be curious to know if the company collecting the data uses TEEs for other products or if this is the first time using them for data collection on smart products.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,No,,Yes,,No,I have a degree in statistics,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,"White or Caucasian,Asian",,Bachelor’s degree,None,Medical-Complex,IoT-Simple,1,None,Show,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
260,Completely confident,R_54vn37PXUEfao4H,Completely confident,Determine where to build a new hospital,,,Definitely would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat unsafe,Definitely safe,Same as before ,Same as before ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart voice assistant,,Definitely would,,Mostly safe,Definitely safe,Somewhat unsafe,Somewhat unsafe,Somewhat unsafe,Neither safe nor unsafe,Safety is an important part of life and trusting strangers (or technology built by strangers) can be difficult.  ,I now understand what they do but there are more functions I would like to know about.  Can the TEE be overridden?  Who oversees it?,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,0,Trust,None,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
261,Somewhat confident,R_2fHSAfOMiFgr9Po,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Definitely safe,Hospital collecting can be hacked,I hope the tee can protect my info,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Completely confident ,Completely confident ,Mostly safe,Somewhat confident,Smart light bulb,,Definitely would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,It is supposed to be safe just don’t know about hackers ,I think the tee is supposed to be safe but you just never know ,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Completely confident ,Completely confident ,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,White or Caucasian,,"Some college, but no degree",Good survey taught me about tees ,Medical-Complex,IoT-Simple,0,Hardware,Hide,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
262,Somewhat confident,R_7VEor5uGCXOKZ4g,Somewhat confident,Determine where to build a new hospital,,,Would not ,,Somewhat safe,Neither safe nor unsafe,Somewhat unsafe,Neither safe nor unsafe,Definitely unsafe,Neither safe nor unsafe,"If data can be collected, it can likely be misused. I would not trust it.","How can we trust the ""authorized"" personnel in contact with the data? What credentials do these individuals possess?",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not ,,Somewhat safe,Somewhat safe,Definitely unsafe,Neither safe nor unsafe,Definitely unsafe,Somewhat unsafe,I don't feel safe presenting my voice for collection.,none,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,none,Medical-Simple,IoT-Complex,1,Unsubstantial,Hide,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
263,Completely confident,R_53pQnZAEFfEzlQg,Completely confident,Determine where to build a new hospital,,116.523,Maybe would,,Completely safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Somewhat confident,Completely confident ,Mostly safe,Completely confident,Smart voice assistant,,Maybe would,,Mostly safe,Somewhat safe,Neither safe nor unsafe,Neither safe nor unsafe,Somewhat safe,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Complex,0,Unsubstantial,Show,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0
264,Completely confident,R_7941iDVEhKRE5k5,Completely confident,Develop an AI tool for diagnosing patients,,68.001,Maybe would,sure if it pays me.,Not at all safe,Definitely unsafe,Somewhat safe,Somewhat unsafe,Definitely unsafe,Somewhat unsafe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Completely confident ,Completely confident ,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,Somewhat safe,Definitely unsafe,Definitely unsafe,Definitely unsafe,Definitely unsafe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Completely confident ,Completely confident ,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Simple,1,Unsubstantial,Show,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
265,Not at all confident,R_3dKrsQYbYVTaJki,Completely confident,Determine where to build a new hospital,,,Definitely would,,Not at all safe,Definitely unsafe,Definitely safe,Definitely unsafe,Definitely safe,Definitely unsafe,The fact that anyone can have access to my data makes me feel very unsafe.,I want to make sure professionals are taking care of my data security. ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Completely confident ,Completely confident ,Not at all safe,Completely confident,Smart light bulb,,Definitely would,,Not at all safe,Definitely unsafe,Definitely unsafe,Definitely unsafe,Definitely safe,Definitely safe,I am not sure keeping my data with a team i am unsure of is safe. I would want to make sure they are professional and have some type of certifications.,I need more information about the team that will be collecting my data safe.,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Completely confident ,Not at all confident,Not at all safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,Asian,,High school diploma or GED,,Medical-Simple,IoT-Simple,0,None,None,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1
266,Somewhat confident,R_7jm4emIKd2sa7ER,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Mostly safe,Somewhat unsafe,Neither safe nor unsafe,Somewhat unsafe,Neither safe nor unsafe,Definitely unsafe,No,No,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Definitely would,,Somewhat safe,Definitely unsafe,Somewhat unsafe,Definitely unsafe,Neither safe nor unsafe,Neither safe nor unsafe,If it was given to china ,None ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,"Yes, as a participant",,"No, but I have been in the past",,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Male,,Prefer to self-describe,Hispanic ,Bachelor’s degree,,Medical-Complex,IoT-Simple,0,Trust,Hide,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1
267,Somewhat confident,R_6ON4hidbARdhpKI,Completely confident,Develop an AI tool for diagnosing patients,,64.502,Maybe would,,Mostly safe,Somewhat safe,Somewhat unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,No,What is the strength of the cryptographic security ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart voice assistant,,Would not ,,Mostly safe,Somewhat safe,Somewhat unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,I believe tech companies are more prone to data breaches,N/a,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,No,Medical-Complex,IoT-Complex,1,Trust,Show,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,Somewhat confident,R_12Fi2cMn9TtMgYu,Completely confident,Develop an AI tool for diagnosing patients,,,Definitely would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Definitely safe,Somewhat safe,Storage of the data could make it more or less safe depending on how it is stored and what access there is to the stored data.,Are the diagnostics from the TEEs aggregated in any way? ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Mostly safe,Completely confident,Smart light bulb,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,"It is not clear if the data is anonymized  after collection, A data leak could leak private information.",How do I know that there is a TEE being used? Is there any indication to the user that there is a TEE being used to protect their data?,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Completely confident ,Mostly safe,No,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,55-64 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",It was not clear what other aspects of data protection we should consider in these scenarios? For example will the data be archived? What is the data retention policy? etc. It would be good to be clear if those areas are in/out of scope for this project.,Medical-Complex,IoT-Simple,1,None,Hide,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
269,Completely confident,R_14N2Kha2GlL5ZPN,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat safe,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Not at all confident,Not at all confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Mostly safe,Definitely safe,Somewhat safe,Somewhat safe,Neither safe nor unsafe,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Not at all confident,Not at all confident,Mostly safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,Black or African American,,Bachelor’s degree,,Medical-Complex,IoT-Simple,0,Hardware,None,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1
270,Completely confident,R_2ReiEwAn0er80zq,Completely confident,Determine where to build a new hospital,,,Definitely would,,Completely safe,Definitely safe,Definitely safe,Somewhat safe,Definitely safe,Definitely safe,TEE program make me feel safe. Unless it has bugs or doesn't run on a VPN network.,Does it run on a VPN network. Also doe it have security flaws or bugs?,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,Definitely safe,Definitely safe,Definitely safe,Definitely safe,Definitely safe,Sure,N/A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Completely confident ,Completely confident ,Completely safe,Yes,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45-54 years old,Male,,White or Caucasian,,"Some college, but no degree",Don't forget to install security updates.,Medical-Simple,IoT-Simple,1,Trust,None,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
271,Somewhat confident,R_5j5Yo2jVqC4Se1X,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Mostly safe,Somewhat safe,Somewhat safe,Somewhat safe,Somewhat unsafe,Somewhat safe,i would feel unsafe that all the personal identifying information is being stored in the same location as the medical records. i would feel safer if each persons name and address and stuff was assigned a code and stored in a separate system/location and then the code was linked to the medical records in another system/location. that way both systems would need to be breeched for a persons personal info and medical info to be linked by a hacker. ,N/A- same question as in the last scenario,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,Somewhat confident,Smart voice assistant,,Maybe would,,Mostly safe,Somewhat safe,Definitely unsafe,Somewhat unsafe,Definitely unsafe,Neither safe nor unsafe,the company collecting my voice data makes me feel unsafe. i would worry that they will use my voice to train or create AI that sounds like me and can then be sold to other companies,"i don’t understand enough to feel confident that a TEE is truly completely protected from the other parts of the computer that it is on. i don’t understand how if a virus infects that computer, maybe even a virus specifically made to target TEEs, how it wouldn’t be able to access that part of the computer. it’s all on the same system regardless, wouldn’t it be possible to find a way to access it?",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Mostly safe,No,i had never heard of a TEE before but the concept reminds me of what i’ve heard about sandboxing that app developers use. it’s supposedly a safe and separate environment for testing but i don’t fully understand how it works or how safe it is. ,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Complex,IoT-Complex,0,Hardware,None,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
