id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","What questions do you still have about TEEs, if any? (medical)",How much would knowing the answers to these questions change your willingness to participate in the medical study?,"TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","What questions do you still have about TEEs, if any? (IoT)",How much would knowing the answers to these questions change your willingness to purchase the voice assistant/light bulb?,"TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN_S1,EXPLN_S2,EXPLN_S3,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
106,Somewhat confident,R_7rNerDQJf5frAZx,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Not at all confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,Black or African American,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
107,Completely confident,R_7GDs64WpdaqIUXA,Completely confident,Understand the impact of reliable social support for new mothers,Determine where to build a new hospital,Definitely would,,Completely safe,None,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,None same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Yes,,No,,No,,Yes; as a researcher,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,Prefer to self-describe,Hispanic ,High school diploma or GED,Great study,Medical-Simple,IoT-Simple,1,Trust,Technical,Prevents,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
108,Completely confident,R_39yCzuV37FV6nYt,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,"I'm a more technical user, so I might want to know more technical details about the TEE used here. But that's certainly not necessary for the average user, obviously.",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Completely confident,Completely confident,Completely safe,Yes,,Yes,,No,,No,,No,,No,,"No, I don’t own smart devices",,18-24 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
109,Completely confident,R_5cwTJOCzo1teN12,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,None,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Completely confident,Smart voice assistant,,Maybe would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,"White or Caucasian,Asian",,"Some college, but no degree",None,Medical-Simple,IoT-Complex,1,Hardware,Untechnical,Prevents,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0
110,Completely confident,R_6kh3QCa4kpS6VSe,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,"Assuming that this TEE is running on the same computer as other programs, and the computer is still connected to the network/internet, how is it any more protected than the rest of the computer?",Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Complex,0,Unsubstantial,Technical,No Prevents,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0
111,Somewhat confident,R_7Gkrr5qGCL6cMB2,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same.,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Would not,,Somewhat safe,None. A TEE sounds much like program sandboxing.,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,I'm familiar with sandboxing and TEEs sound like that.,No,,Yes,,No,,"No, but I have been in the past",,No,,"No, I don’t own smart devices",,55-64 years old,Male,,Prefer to self-describe,Multi-racial (Hispanic / White / Native American),Bachelor’s degree,"In the description you mention that the TEE can be accessed by authorized personnel. That might mean developers from similiarly minded projects. So that made some of the questions hard to answer. Also, the data could be stolen via low tech means like printing it out and taking it with you. It all depends on how security is handled. That's all my comments for now. Thanks !!",Medical-Complex,IoT-Simple,0,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
112,Somewhat confident,R_3nMeXGR2n1KgDxG,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,How specifically does the TEE work?,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Not at all confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"No, but I have in the past",,"Yes, I have used home automation, but not currently",,45-54 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,0,Trust,Technical,Prevents,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
113,Somewhat confident,R_3qqVGLM64xY2Fe2,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,How do you protect from hackers or ransomware attacks? What protections do you have to prevent people from copy the data and accessing on unprotected machines?,Probably would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,Nothing stored electronically is 100% safe. Same,Probably would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,Yes,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,No Prevents,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
114,Somewhat confident,R_6aylsM8uKtaGKrw,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,I understand the TEe but would still be leery of having AI access my searches.,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Female,,White or Caucasian,,"Some college, but no degree",This was an interesting study.,Medical-Simple,IoT-Complex,1,Unsubstantial,Technical,Prevents,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
115,Completely confident,R_3ibrTbco1Tmr4IQ,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,none,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Yes,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,Associates or technical degree,,Medical-Complex,IoT-Complex,0,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
116,Somewhat confident,R_3TAvVleahwKBO2k,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Who is responsible for securing the data? Explain exactly how a TEE works? Where is data stored?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Not at all confident,Smart voice assistant,,Maybe would,,Not at all safe,Policy about data sharing with other companies,Probably would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I don’t own smart devices",,45-54 years old,Male,,"White or Caucasian,Prefer to self-describe",Hispanic,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
117,Somewhat confident,R_6TlqRCQvwkc0RZD,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,How is the TEE able to isolate my data from other parts of the computer? Is there any way this data could be hacked? My medical provider was hacked & had to go back to written files for months. The provider wasn't forthcoming about what happened & what data the hackers had access to.,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,"Is a hacker able to access any personal information (name address, etc) that they could use for malicious purchases? How long will my data be stored & potentially used for future profuct development?",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,Associates or technical degree,Have never heard about TEEs but realize now I need to look into this concept & see how my data is protected on devices that I currently own,Medical-Complex,IoT-Simple,1,Trust,Technical,No Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
118,Completely confident,R_32L0pxPM2diEtPB,Not at all confident,Develop an AI tool for diagnosing patients,,Would not,,Not at all safe,How will my data be used and would it be stored on a safe and secured network with encrypted methods of keeping my data safe?,Probably would not change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,How would my data be utilized? will be safe and stored on a safe network/database with encryption to maintain its safe keeping? will you sell my data?,Probably would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Completely confident,Completely confident,Somewhat safe,No,,No,,No,I took online courses from an education platform.,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,Asian,,Bachelor’s degree,Thank you so much for allowing me to take part in this survey. I hope that my contributions will be of value to your research!,Medical-Complex,IoT-Simple,1,Unsubstantial,Untechnical,No Prevents,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
119,Somewhat confident,R_1zkbB7h90N8nrgT,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,Yes,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Simple,IoT-Complex,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
120,Somewhat confident,R_3uBTM6iJ8sMRQQR,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,History of tees being circumvented?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,0,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,Somewhat confident,R_1rpOyyqcdDGYHCD,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,same,Probably would not change,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,none,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Unsubstantial,Technical,No Prevents,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
122,Completely confident,R_3ghW0jp3MfRehpQ,Somewhat confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,Would we have any way to request information on how our data is specifically being used with accuracy?,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,No,,No,,"No, I don’t own smart devices",,25-34 years old,Non-binary / third gender,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
123,Somewhat confident,R_67IgIuTMdCi85ct,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Yes,,"No, but I have been in the past",,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Complex,0,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
124,Completely confident,R_1RaznavDCHne6h6,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Completely confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Would not,,Somewhat safe,same,Definitely would not change,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Female,,Asian,,Bachelor’s degree,,Medical-Simple,IoT-Simple,1,Trust,Untechnical,No Prevents,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1
125,Somewhat confident,R_60qKv7Z4O7GGLiv,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,How are they enforced and who is responsible for administering and maintaining them?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,White or Caucasian,,Bachelor’s degree,"I feel like I learned something new, and I appreciate the opportunity to participate in this survey. Thank you!",Medical-Complex,IoT-Simple,1,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0
126,Somewhat confident,R_7Nn6YR4g9wfxcWt,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,how do i know it is for sure secure?,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,0,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
127,Somewhat confident,R_65TS7u42BidpYMb,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Completely safe,"Same, and also is it password protected sgainsy malicious  employees?",Definitely would change,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Completely confident,Completely confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Completely safe,Is it a real thing? Or a hypothetical idea just for the study?,Definitely would not change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,Yes,Just starting  AI /IT type work aside from my main career,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,Associates or technical degree,I understood this better after reviewing several times,Medical-Complex,IoT-Complex,0,Trust,Technical,Prevents,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
128,Completely confident,R_1pF6Sm99uTl334B,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Not at all safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,none,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a researcher,,"No, but I have been in the past",,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Female,,Asian,,Bachelor’s degree,"It seems that access to the sensitive data from individuals, (even if it is a select few), is so concerning that the effectiveness or safety of TEEs seems less important when this is a factor. ",Medical-Complex,IoT-Simple,0,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
129,Completely confident,R_62G42KFDazpbpF5,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Completely safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,If it is faster than having a human talk face-to-face,Probably would change,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Completely confident,Completely confident,Completely safe,No,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
